country,chinese_name
塞浦路斯,塞浦路斯大学
塞浦路斯,塞浦路斯学院
塞浦路斯,塞浦路斯欧洲大学
塞浦路斯,尼科西亚大学
塞浦路斯,弗雷德里克大学
塞浦路斯,弗雷德里克理工学院
塞浦路斯,旅游与酒店管理学院
塞浦路斯,那不勒斯大学
墨西哥,KUEPA学院
墨西哥,TecMilenio大学
墨西哥,UDLAP詹金斯学院
墨西哥,下加利福尼亚大学学习中心
墨西哥,下加利福尼亚自治大学
墨西哥,企业管理高等学院
墨西哥,伊比利亚美洲国际大学
墨西哥,伊比利亚美洲大学
墨西哥,光学研究中心
墨西哥,克雷塔罗自治大学
墨西哥,北美高等学院
墨西哥,国立理工学院
墨西哥,国立理工学院高级研究中心
墨西哥,圣尼古拉斯伊达尔戈米却肯大学
墨西哥,圣路易斯波托西自治大学
墨西哥,埃卡提佩高等技术学院
墨西哥,墨西哥国立自治大学
墨西哥,墨西哥州立自治大学
墨西哥,墨西哥巴耶大学
墨西哥,墨西哥巴耶理工大学
墨西哥,墨西哥自治技术学院
墨西哥,尤卡坦自治大学
墨西哥,巴希奥拉萨尔大学
墨西哥,拉美大学
墨西哥,拉萨尔大学
墨西哥,新莱昂州自治大学
墨西哥,普埃布拉州人民自治大学
墨西哥,普埃布拉美洲大学
墨西哥,普埃布拉美洲大学基金会
墨西哥,普埃布拉自治大学
墨西哥,法律研究生学习中心
墨西哥,泛美大学
墨西哥,洲际大学
墨西哥,瓜纳华托大学
墨西哥,瓜达拉哈拉大学
墨西哥,瓦哈卡州贝尼托·胡亚雷斯自治大学
墨西哥,科利马大学
墨西哥,维拉克鲁斯大学
墨西哥,美洲大学
墨西哥,胡亚雷斯城自治大学
墨西哥,蒙特雷大学
墨西哥,蒙特雷高等技术学院
墨西哥,西部高等技术学院
墨西哥,都会自治大学
墨西哥,银行与贸易学院
墨西哥,锡那罗亚自治大学
墨西哥,阿泰马哈克山谷大学
墨西哥,阿瓜斯卡连特斯自治大学
墨西哥,高级技术学院
多哥,洛美大学
多米尼加,圣多明各自治大学
多米尼加,慈母与导师天主教宗座大学
奥地利,上奥地利州应用科学大学
奥地利,中欧大学私立大学
奥地利,克恩藤应用科学大学
奥地利,克拉根福大学
奥地利,克莱姆斯应用科学大学
奥地利,克莱姆斯继续教育大学
奥地利,因斯布鲁克医科大学
奥地利,因斯布鲁克大学
奥地利,因斯布鲁克管理中心
奥地利,圣珀尔滕应用科学大学
奥地利,奥地利科学与技术学院
奥地利,安东布鲁克纳音乐表演与舞蹈艺术大学
奥地利,布尔根兰应用科学大学
奥地利,林茨大学
奥地利,林茨艺术与工业设计大学
奥地利,格拉茨医科大学
奥地利,格拉茨大学
奥地利,格拉茨技术大学
奥地利,格拉茨经济应用科学大学
奥地利,格拉茨音乐与表演艺术大学
奥地利,约阿内应用科学大学
奥地利,维也纳兽医大学
奥地利,维也纳农业大学
奥地利,维也纳医科大学
奥地利,维也纳大学
奥地利,维也纳应用艺术大学
奥地利,维也纳康普斯应用科学大学
奥地利,维也纳技术大学
奥地利,维也纳技术应用科学大学
奥地利,维也纳新城应用科学大学
奥地利,维也纳模都尔大学
奥地利,维也纳爵士与流行音乐大学
奥地利,维也纳经济大学
奥地利,维也纳经济应用科学大学
奥地利,维也纳造型艺术学院
奥地利,维也纳音乐与艺术市立大学
奥地利,维也纳音乐与表演艺术大学
奥地利,莱奥本矿业大学
奥地利,萨尔茨堡大学
奥地利,萨尔茨堡应用科学大学
奥地利,萨尔茨堡莫扎特大学
奥地利,蒂罗尔州库夫施泰因应用科学大学
奥地利,西格蒙德弗洛伊德私立大学
委内瑞拉,东方大学
委内瑞拉,圣玛丽亚大学
委内瑞拉,埃塞基耶尔·萨莫拉西部平原实验国立大学
委内瑞拉,委内瑞拉中央大学
委内瑞拉,安东尼奥·何塞·德·苏克雷国立实验理工大学
委内瑞拉,安德烈斯·贝略天主教大学
委内瑞拉,安第斯大学
委内瑞拉,苏利亚大学
委内瑞拉,西蒙·玻利瓦尔大学
委内瑞拉,都市大学
孟加拉国,东南大学
孟加拉国,东西大学
孟加拉国,亚太大学
孟加拉国,亚洲女子大学
孟加拉国,伊斯兰大学
孟加拉国,北孟加拉大学
孟加拉国,南亚大学
孟加拉国,南北大学
孟加拉国,吉大港国际伊斯兰大学
孟加拉国,吉大港大学
孟加拉国,国立大学
孟加拉国,孟加拉国专业大学
孟加拉国,孟加拉国商业技术大学
孟加拉国,孟加拉国国立大学
孟加拉国,孟加拉国工程技术大学
孟加拉国,孟加拉国斯坦福大学
孟加拉国,布莱克大学
孟加拉国,拉杰沙希大学
孟加拉国,普里米西亚大学
孟加拉国,水仙花国际大学
孟加拉国,贾甘纳特大学
孟加拉国,达卡大学
孟加拉国,阿萨努拉科技大学
孟加拉国,马拉纳特国际大学
安哥拉,安哥拉卢西亚达大学
安道尔,安道尔大学
尼日利亚,乌约大学
尼日利亚,伊巴丹大学
尼日利亚,伊巴丹领导城市大学
尼日利亚,伊拉拉·莫金伊莱扎德大学
尼日利亚,伊洛林大学
尼日利亚,卡拉巴尔大学
尼日利亚,卡诺优素福·麦塔玛苏莱大学
尼日利亚,卡诺巴耶鲁大学
尼日利亚,卡齐纳卡拉姆大学
尼日利亚,埃努古州立科技大学
尼日利亚,奥孙州立大学
尼日利亚,奥巴费米亚沃洛沃大学
尼日利亚,奥韦里联邦理工大学
尼日利亚,宾汉姆大学
尼日利亚,尼日利亚大学
尼日利亚,尼日利亚美国大学
尼日利亚,拉各斯大学
尼日利亚,拉各斯州立大学
尼日利亚,明纳联邦理工大学
尼日利亚,欧麦尔穆萨亚拉杜瓦大学
尼日利亚,武迪尔卡诺科技大学
尼日利亚,科文纳特大学
尼日利亚,索科托乌斯马努丹佛迪尤大学
尼日利亚,约拉莫迪博·阿达马理工大学
尼日利亚,纳姆迪•阿齐克韦大学
尼日利亚,艾哈迈杜贝洛大学
尼日利亚,贝宁大学
尼日利亚,阿列罗凯比州立科技大学
尼日利亚,阿库雷联邦理工大学
尼日利亚,阿德库勒阿贾辛大学
尼日利亚,阿比亚州立大学
尼日利亚,阿贝奥库塔联邦农业大学
尼日利亚,非洲科技大学
尼日利亚,马库尔迪农业大学
尼日尔,经济、会计、商业与通信技术学院
尼日尔,阿卜杜·穆穆尼大学
尼日尔,非洲技术学院
尼泊尔,加德满都大学
尼泊尔,博卡拉大学
尼泊尔,普班查尔大学
尼泊尔,特里布万大学
尼泊尔,蓝毗尼佛教大学
巴勒斯坦,加沙爱资哈尔大学
巴勒斯坦,圣城开放大学
巴勒斯坦,巴勒斯坦大学
巴勒斯坦,成功国立大学
巴勒斯坦,阿拉伯美国大学
巴基斯坦,CECOS信息技术与新兴科学大学
巴基斯坦,Wah大学
巴基斯坦,中央旁遮普大学
巴基斯坦,伊克拉国民大学
巴基斯坦,伊克拉大学
巴基斯坦,伊斯兰堡COMSATS大学
巴基斯坦,伊斯兰堡基金会大学
巴基斯坦,信德农业大学
巴基斯坦,信德大学
巴基斯坦,俾路支斯坦大学
巴基斯坦,内德工程技术大学
巴基斯坦,凯尔布尔沙阿·阿卜杜勒·拉提夫大学
巴基斯坦,卡拉奇大学
巴基斯坦,卡拉奇工商管理学院
巴基斯坦,古兰伊沙克汗工程科学技术研究所
巴基斯坦,古吉拉特大学
巴基斯坦,哈扎拉大学
巴基斯坦,哈维里大学
巴基斯坦,喀喇昆仑国际大学
巴基斯坦,国家计算机与新兴科学大学
巴基斯坦,国立现代语言大学
巴基斯坦,国立科学与技术大学
巴基斯坦,国防大学
巴基斯坦,国际伊斯兰大学
巴基斯坦,塔西拉工程技术大学
巴基斯坦,工商管理与经济国家学院
巴基斯坦,巴利亚大学
巴基斯坦,巴哈丁·扎卡里亚大学
巴基斯坦,巴哈瓦尔布尔伊斯兰大学
巴基斯坦,巴哈瓦尔布尔政府萨迪克女子大学学院
巴基斯坦,巴基斯坦工程与应用科学学院
巴基斯坦,巴基斯坦经济发展学院
巴基斯坦,巴沙汗大学
巴基斯坦,开伯尔·普赫图赫瓦农业大学
巴基斯坦,戈马尔大学
巴基斯坦,拉合尔兽医与动物科学大学
巴基斯坦,拉合尔国家艺术学院
巴基斯坦,拉合尔大学
巴基斯坦,拉合尔女子大学
巴基斯坦,拉合尔工程与技术大学
巴基斯坦,拉合尔政府学院大学
巴基斯坦,拉合尔教育大学
巴基斯坦,拉合尔民哈吉大学
巴基斯坦,拉合尔管理科学大学
巴基斯坦,拉合尔管理科技学院
巴基斯坦,拉合尔高等学院
巴基斯坦,拉基马尔瓦特大学
巴基斯坦,拉希姆亚尔汗哈瓦德法雷德工程与信息技术大学
巴基斯坦,拉斯贝拉农业水和海洋科学大学
巴基斯坦,斯瓦比大学
巴基斯坦,斯瓦特大学
巴基斯坦,旁遮普大学
巴基斯坦,普莱斯顿大学
巴基斯坦,普莱斯顿管理科学与技术大学
巴基斯坦,木尔坦南旁遮普学院
巴基斯坦,木尔坦女子大学
巴基斯坦,本努科技大学
巴基斯坦,比肯豪斯国立大学
巴基斯坦,沙希德·贝娜齐尔·布托大学
巴基斯坦,沙希德佐勒菲卡尔·阿里·布托科技学院
巴基斯坦,沙希德佐勒菲卡尔阿里布托科技学院
巴基斯坦,法蒂玛真纳女子大学
巴基斯坦,白沙瓦伊斯兰学院
巴基斯坦,白沙瓦农业大学
巴基斯坦,白沙瓦大学
巴基斯坦,白沙瓦工程技术大学
巴基斯坦,白沙瓦萨哈德科学与信息技术大学
巴基斯坦,皮尔·迈赫·阿里·沙阿干旱农业大学
巴基斯坦,真纳大学
巴基斯坦,真纳女子大学
巴基斯坦,福尔曼基督教学院
巴基斯坦,科哈特科技大学
巴基斯坦,穆罕默德·阿里·金纳大学
巴基斯坦,管理与技术大学
巴基斯坦,联邦乌尔都文学与科技大学
巴基斯坦,航空大学
巴基斯坦,苏库尔IBA大学
巴基斯坦,萨戈达大学
巴基斯坦,诺罗瓦尔大学
巴基斯坦,费萨拉巴德农业大学
巴基斯坦,费萨拉巴德大学
巴基斯坦,费萨拉巴德政府学院大学
巴基斯坦,赛义德先生工程与技术大学
巴基斯坦,达伍德工程与技术大学
巴基斯坦,迈赫兰工程技术大学
巴基斯坦,里法国际大学
巴基斯坦,锡亚尔科特大学
巴基斯坦,锡亚尔科特政府女子大学学院
巴基斯坦,阿伯塔巴德科技大学
巴基斯坦,阿巴辛大学
巴基斯坦,阿拉马·伊克巴尔开放大学
巴基斯坦,阿迦汗大学
巴基斯坦,首都科技大学
巴基斯坦,马尔丹阿卜杜勒·瓦利汗大学
巴基斯坦,马拉坎大学
巴巴多斯,西印度群岛大学
巴拿马,圣玛利亚拉安提瓜天主教大学
巴拿马,巴拿马大学
巴拿马,巴拿马拉丁大学
巴拿马,美洲专业大学
巴拿马,质量领导大学
巴西,AIEC学院
巴西,CESUMAR大学
巴西,FIEO大学中心
巴西,IBMEC大学中心
巴西,Insper教学与研究学院
巴西,UNIVATES大学中心
巴西,Unic大学中心
巴西,七月九日大学
巴西,上克鲁斯大学
巴西,亚马孙大学
巴西,亚马孙高等教育大学中心
巴西,伊塔佩蒂宁加技术学院
巴西,伊塔茹巴大学中心
巴西,伊塔茹巴联邦大学
巴西,伊塔贾伊河谷大学
巴西,伯南布哥卫生学院
巴西,伯南布哥大学
巴西,伯南布哥联邦大学
巴西,伽利略亚马孙技术与教育学院
巴西,佩洛塔斯天主教大学
巴西,佩洛塔斯联邦大学
巴西,佩洛塔斯阿尼杨格拉学院
巴西,保利斯塔大学
巴西,北里奥格兰德科学、文化与推广学院
巴西,北里奥格兰德联邦大学
巴西,南大河州天主教大学
巴西,南大河州联邦大学
巴西,南部技术学院
巴西,南雅拉瓜圣卡塔琳娜天主教大学中心
巴西,国家电信学院
巴西,国立纯数学与应用数学研究所
巴西,圣保罗卫理公会大学
巴西,圣保罗城市大学
巴西,圣保罗基督复临会大学中心
巴西,圣保罗大学
巴西,圣保罗天主教大学
巴西,圣保罗州立大学
巴西,圣保罗美术大学中心
巴西,圣保罗联邦大学
巴西,圣保罗阿尼扬格拉大学
巴西,圣卡塔琳娜南部大学
巴西,圣卡塔琳娜州立大学
巴西,圣卡塔琳娜联邦大学
巴西,圣卡洛斯联邦大学
巴西,圣埃斯皮里图联邦大学
巴西,圣心大学
巴西,圣犹大·达陡大学
巴西,圣玛利亚联邦大学
巴西,坎皮纳斯天主教大学
巴西,坎皮纳斯州立大学
巴西,埃斯塔西奥·德·萨大学
巴西,堂·佩德罗二世学院
巴西,塞维里诺·桑布拉大学
巴西,塞阿拉联邦大学
巴西,安汉比莫隆比大学
巴西,巴伊亚联邦大学
巴西,巴拉那图尤蒂大学
巴西,巴拉那天主教大学
巴西,巴拉那联邦大学
巴西,巴拉那联邦技术大学
巴西,巴拉那高等教育学院
巴西,巴西利亚大学
巴西,巴西利亚大学中心
巴西,巴西利亚教育、发展与研究学院
巴西,巴西物理研究中心
巴西,帕拉伊巴河谷大学
巴西,帕苏丰杜大学
巴西,广告与营销高等学院
巴西,库里蒂巴大学中心
巴西,弗鲁米嫩塞联邦大学
巴西,戈亚斯天主教大学
巴西,戈亚斯联邦大学
巴西,拉丁美洲一体化联邦大学
巴西,普斯迪伍大学中心
巴西,核技术发展中心
巴西,欧洲设计学院
巴西,玛莎·法尔考学院
巴西,瓜鲁柳斯大学
巴西,瓦加斯基金会国际关系学院
巴西,瓦加斯基金会圣保罗工商管理学院
巴西,瓦加斯基金会圣保罗法学院
巴西,瓦加斯基金会圣保罗经济学院
巴西,瓦加斯基金会巴西公共与企业管理学院
巴西,皮塔戈拉斯尤诺帕尔大学
巴西,福塔雷萨大学
巴西,管理与商业学院
巴西,米纳斯吉拉斯联邦大学
巴西,索罗卡巴大学
巴西,维索萨联邦大学
巴西,若因维利地区大学
巴西,萨尔瓦多天主教大学
巴西,西诺斯谷大学
巴西,费瓦利大学
巴西,里特尔多雷斯大学中心
巴西,里约热内卢天主教大学
巴西,里约热内卢州立大学
巴西,里约热内卢州联邦大学
巴西,里约热内卢拉萨尔大学中心
巴西,里约热内卢联邦大学
巴西,里约麦肯锡长老会学院
巴西,门德斯大学
巴西,阿拉戈斯联邦大学
巴西,阿曼多·阿尔瓦雷斯·彭特亚多基金会法学院
巴西,马塞约大学中心
巴西,马林加州立大学
巴西,高乔山谷大学中心
巴西,麦肯锡长老会大学
布基纳法索,沙洛姆私立理工学院
布基纳法索,瓦加3S大学
布隆迪,恩戈齐大学
希腊,伯罗奔尼撒大学
希腊,克里特大学
希腊,塞萨利大学
希腊,塞萨洛尼基亚里士多德大学
希腊,帕特雷大学
希腊,比雷埃夫斯大学
希腊,潘蒂翁社会政治大学
希腊,爱琴海大学
希腊,约阿尼纳大学
希腊,雅典国立技术大学
希腊,雅典大学
希腊,雅典经济与商业大学
德国,Barenboim-Said学院
德国,CBS国际商学院
德国,EBS经济与法律大学
德国,IU国际应用技术大学
德国,XU指数应用技术大学
德国,下莱茵应用技术大学
德国,不来梅哈芬应用技术大学
德国,不来梅大学
德国,不来梅应用技术大学
德国,不来梅艺术学院
德国,东威斯特法伦-利普应用技术大学
德国,东法利亚应用技术大学
德国,中部黑森应用技术大学
德国,乌尔姆大学
德国,乌尔姆应用技术大学
德国,亚琛工业大学
德国,亚琛应用技术大学
德国,代根多夫应用技术大学
德国,代特莫尔德音乐学院
德国,伊尔梅瑙工业大学
德国,伍珀塔尔大学
德国,克劳斯塔尔工业大学
德国,兰茨胡特应用技术大学
德国,凯尔公共管理应用技术大学
德国,凯泽斯劳滕应用技术大学
德国,勃兰登堡应用技术大学
德国,北方经济应用技术大学
德国,北豪森应用技术大学
德国,北黑森应用技术大学
德国,卡塞尔CVJM应用技术大学
德国,卡塞尔大学
德国,卡尔斯鲁厄国立设计学院
德国,卡尔斯鲁厄国立造型艺术学院
德国,卡尔斯鲁厄国际应用技术大学
德国,卡尔斯鲁厄应用技术大学
德国,卡尔斯鲁厄理工学院
德国,卡尔斯鲁厄音乐学院
德国,吉森大学
德国,吕讷堡大学
德国,吕贝克大学
德国,吕贝克应用技术大学
德国,吕贝克音乐学院
德国,哈勒艺术和设计学院
德国,哈勒－维腾贝格大学
德国,哈尔茨应用技术大学
德国,哥廷根大学
德国,哥廷根私立应用技术大学
德国,国立曼海姆音乐与表演艺术学院
德国,图宾根大学
德国,埃伯斯瓦尔德应用技术大学
德国,埃尔朗根-纽伦堡大学
德国,埃尔福特大学
德国,埃尔福特应用技术大学
德国,埃斯林根应用技术大学
德国,埃森经济与管理应用技术大学
德国,埃森造型艺术学院
德国,基尔大学
德国,基尔应用技术大学
德国,基尔艺术学院
德国,多特蒙德国际管理学院
德国,多特蒙德工业大学
德国,多特蒙德应用技术大学
德国,奥德河畔法兰克福欧洲大学
德国,奥斯纳布吕克大学
德国,奥斯纳布吕克应用技术大学
德国,奥格斯堡大学
德国,奥格斯堡应用技术大学
德国,奥特斯贝格艺术学院
德国,奥登堡/艾尔斯弗雷特/威廉港应用技术大学
德国,奥登堡大学
德国,奥芬堡应用技术大学
德国,奥芬巴赫设计学院
德国,安哈尔特应用技术大学
德国,安斯巴赫应用技术大学
德国,安贝格-魏登应用技术大学
德国,宾根应用技术大学
德国,富克旺根艺术大学
德国,富尔达应用技术大学
德国,富特旺根应用技术大学
德国,尼尔廷根-盖斯林根经济与环境应用技术大学
德国,巴伐利亚经济应用技术大学
德国,巴特洪堡应用技术大学
德国,巴登符腾堡双元制应用技术大学
德国,巴贝尔斯伯格电影大学
德国,布伦瑞克工业大学
德国,布伦瑞克造型艺术学院
德国,布鲁赫欧洲应用技术大学
德国,希尔德斯海姆/霍尔茨明登/哥廷根应用技术大学
德国,希尔德斯海姆大学
德国,帕德伯恩大学
德国,帕德博恩经济应用技术大学
德国,帕绍大学
德国,康斯坦茨大学
德国,康斯坦茨应用技术大学
德国,康斯特大学
德国,开姆尼茨工业大学
德国,弗伦斯堡大学
德国,弗伦斯堡应用技术大学
德国,弗赖堡大学
德国,弗赖堡教育学院
德国,弗赖堡音乐学院
德国,弗赖贝格工业大学
德国,德累斯顿国际大学
德国,德累斯顿工业大学
德国,德累斯顿工程和经济应用技术大学
德国,德累斯顿应用技术大学
德国,德累斯顿音乐学院
德国,慕尼黑商学院
德国,慕尼黑国防大学
德国,慕尼黑大学
德国,慕尼黑媒体学院
德国,慕尼黑工业大学
德国,慕尼黑应用技术大学
德国,慕尼黑应用语言学院
德国,慕尼黑造型艺术学院
德国,慕尼黑音乐和戏剧学院
德国,拉芬斯堡-魏恩加腾应用技术大学
德国,拜罗伊特大学
德国,斯图加特国立造型艺术学院
德国,斯图加特国立音乐与表演艺术学院
德国,斯图加特大学
德国,斯图加特媒体学院
德国,斯图加特工程应用技术大学
德国,斯图加特自由应用技术大学
德国,斯图加特设计、艺术与媒体学院
德国,新乌尔姆应用技术大学
德国,新勃兰登堡应用技术大学
德国,施特拉尔松德应用技术大学
德国,施瓦本格明德教育学院
德国,施瓦本格明德设计学院
德国,施马卡尔登应用技术大学
德国,明斯特大学
德国,明斯特应用技术大学
德国,明斯特艺术学院
德国,普福尔茨海姆应用技术大学
德国,曼海姆大学
德国,曼海姆应用技术大学
德国,杜伊斯堡-埃森大学
德国,杜塞尔多夫大学
德国,杜塞尔多夫应用技术大学
德国,杜塞尔多夫罗伯特-舒曼音乐学院
德国,杜塞尔多夫艺术学院
德国,柏林bbw应用技术大学
德国,柏林国际应用技术大学
德国,柏林夏立特医学院
德国,柏林媒体应用技术大学
德国,柏林媒体设计与计算机应用技术大学
德国,柏林工业大学
德国,柏林工程与经济应用技术大学
德国,柏林工程应用技术大学
德国,柏林巴德学院——欧洲人文科学学院
德国,柏林斯泰恩拜斯应用技术大学
德国,柏林欧洲管理与技术学院
德国,柏林欧洲经济学院
德国,柏林洪堡大学
德国,柏林白湖艺术学院
德国,柏林经济与法律应用技术大学
德国,柏林自由大学
德国,柏林艺术大学
德国,柏林表演艺术学院
德国,柏林赫尔梯学院
德国,柏林音乐学院
德国,格赖夫斯瓦尔德大学
德国,梅泽堡应用技术大学
德国,欧洲应用技术大学
德国,比伯拉赫应用技术大学
德国,比勒菲尔德大学
德国,比勒菲尔德应用技术大学
德国,比勒费尔德中等企业应用技术大学
德国,汉堡品牌应用技术大学
德国,汉堡国防大学
德国,汉堡大学
德国,汉堡工业大学
德国,汉堡工商管理学院
德国,汉堡应用技术大学
德国,汉堡法学院
德国,汉堡港口城市大学
德国,汉堡物流与企业管理学院
德国,汉堡造型艺术学院
德国,汉堡音乐与戏剧学院
德国,汉姆-利普斯塔特应用技术大学
德国,汉诺威兽医学院
德国,汉诺威医学院
德国,汉诺威大学
德国,汉诺威应用技术大学
德国,汉诺威音乐、戏剧与媒体学院
德国,沃尔姆斯应用技术大学
德国,法伦达尔WHU管理学院
德国,法兰克福大学
德国,法兰克福应用技术大学
德国,法兰克福造型艺术学院
德国,法兰克福金融与管理学院
德国,法兰克福音乐和表演艺术学院
德国,波恩-莱茵-锡格应用技术大学
德国,波恩储蓄银行财团学院
德国,波恩大学
德国,波茨坦大学
德国,波茨坦应用技术大学
德国,波鸿大学
德国,波鸿应用技术大学
德国,泽佩林大学
德国,海尔布隆应用技术大学
德国,海德堡大学
德国,海德堡应用技术大学
德国,海德堡教育学院
德国,特罗辛根国立音乐学院
德国,特里尔大学
德国,特里尔应用技术大学
德国,班贝格大学
德国,盖森海姆应用技术大学
德国,科堡应用技术大学
德国,科布伦茨大学
德国,科布伦茨应用技术大学
德国,科特布斯勃兰登堡工业大学
德国,科隆大学
德国,科隆媒体艺术学院
德国,科隆应用技术大学
德国,科隆德国体育学院
德国,科隆音乐与舞蹈学院
德国,米特韦达应用技术大学
德国,纽伦堡应用技术大学
德国,纽伦堡音乐学院
德国,维多利亚国际应用技术大学
德国,维尔茨堡-施韦因富特应用技术大学
德国,维尔茨堡大学
德国,维尔茨堡音乐学院
德国,维尔道工程应用技术大学
德国,维斯马应用技术大学
德国,维滕/黑尔德克大学
德国,罗伊特林根应用技术大学
德国,罗斯托克大学
德国,罗斯托克音乐和戏剧学院
德国,罗森海姆应用技术大学
德国,美因茨应用技术大学
德国,美茵茨大学
德国,耶拿大学
德国,耶拿应用技术大学
德国,肯普滕应用技术大学
德国,艾希施泰特天主教大学
德国,艾母登/里尔应用技术大学
德国,英戈尔施塔特应用技术大学
德国,茨维考西萨克森应用技术大学
德国,莱比锡HHL管理学院
德国,莱比锡大学
德国,莱比锡平面设计及书籍艺术学院
德国,莱比锡技术、经济与文化应用技术大学
德国,莱比锡音乐和戏剧学院
德国,莱茵兰-普法尔茨工业大学
德国,莱茵应用技术大学
德国,莱茵曼应用技术大学
德国,莱茵瓦尔应用技术大学
德国,萨尔大学
德国,萨尔布吕肯工程与经济应用技术大学
德国,萨尔造型艺术学院
德国,萨尔音乐和戏剧学院
德国,西南法伦应用技术大学
德国,西法伦应用技术大学
德国,西海岸应用技术大学
德国,费希塔/迪普霍尔茨应用技术大学
德国,费森尤斯应用技术大学
德国,路德维希堡公共管理与金融应用技术大学
德国,路德维希堡教育学院
德国,路德维希港经济与社会应用技术大学
德国,达姆施塔特工业大学
德国,达姆施塔特应用技术大学
德国,锡根大学
德国,阿伦应用技术大学
德国,阿兰努斯艺术与社会科学学院
德国,阿尔布施塔特-锡格马林根应用技术大学
德国,阿沙芬堡应用技术大学
德国,雷根斯堡大学
德国,雷根斯堡天主教教堂音乐和音乐教育学院
德国,雷根斯堡应用技术大学
德国,霍夫应用技术大学
德国,霍恩海姆大学
德国,马尔堡大学
德国,马格德堡-施滕达尔应用技术大学
德国,马格德堡大学
德国,魏恩施蒂芬·特里斯多夫应用技术大学
德国,魏玛包豪斯大学
德国,魏玛李斯特音乐学院
德国,鲁尔西区应用技术大学
德国,齐陶/格利茨应用技术大学
意大利,NABA美术学院
意大利,万神殿设计与科技学院
意大利,乌尔比诺大学
意大利,乌尔比诺美术学院
意大利,乌迪内大学
意大利,乌迪内美术学院
意大利,乌迪内音乐学院
意大利,亚历山德里亚音乐学院
意大利,佛罗伦萨大学
意大利,佛罗伦萨美术学院
意大利,佛罗伦萨自由美术学院
意大利,佛罗伦萨音乐学院
意大利,佛罗意大里克大学
意大利,佩扎罗音乐学院
意大利,佩斯卡拉大学
意大利,佩斯卡拉音乐学院
意大利,佩鲁贾外国人大学
意大利,佩鲁贾大学
意大利,佩鲁贾美术学院
意大利,佩鲁贾音乐学院
意大利,克雷莫纳高等音乐学院
意大利,利贝拉音乐学院
意大利,加拉拉泰音乐学院
意大利,博洛尼亚大学
意大利,博洛尼亚美术学院
意大利,博洛尼亚音乐学院
意大利,博科尼商业大学
意大利,卡利亚里大学
意大利,卡利亚里音乐学院
意大利,卡塔尼亚大学
意大利,卡帕尼亚大学
意大利,卡拉布里亚大学
意大利,卡拉拉美术学院
意大利,卡斯特弗朗科维内托音乐学院
意大利,卡梅里诺大学
意大利,卡洛卡塔内奥大学
意大利,卡西诺-南拉齐奥大学
意大利,卢卡机构、市场、技术高等研究学院
意大利,卢卡音乐学院
意大利,卢索服装学院
意大利,国家舞蹈学院
意大利,图思雅大学
意大利,圣安娜高等研究学院
意大利,圣心天主教大学
意大利,圣拉斐尔生命健康自由大学
意大利,圣路易斯音乐学院
意大利,圣雷莫美术学院
意大利,坎波巴索音乐学院
意大利,塔兰托音乐学院
意大利,墨西拿大学
意大利,墨西拿音乐学院
意大利,威尼斯东方大学
意大利,威尼斯建筑大学
意大利,威尼斯美术学院
意大利,威尼斯音乐学院
意大利,巴勒莫大学
意大利,巴勒莫美术学院
意大利,巴勒莫音乐学院
意大利,巴里大学
意大利,巴里理工大学
意大利,巴里美术学院
意大利,巴里音乐学院
意大利,布雷西亚大学
意大利,布雷西亚自由美术学院
意大利,布雷西亚音乐学院
意大利,布鲁诺·马代尔纳-嘉·雷迪米音乐学院
意大利,帕多瓦大学
意大利,帕多瓦音乐学院
意大利,帕尔玛大学
意大利,帕尔马音乐学院
意大利,帕维亚大学
意大利,帕维亚音乐学院
意大利,库内奥美术学院
意大利,库内奥音乐学院
意大利,应用艺术与设计学院
意大利,弗罗西诺内美术学院
意大利,弗罗西诺内音乐学院
意大利,恩纳科雷大学
意大利,意大利艺术、时尚与设计学院
意大利,拉奎拉大学
意大利,拉奎拉美术学院
意大利,拉奎拉音乐学院
意大利,拉文纳美术学院
意大利,拉文纳高等音乐学院
意大利,拉斯佩齐亚音乐学院
意大利,拉蒂纳音乐学院
意大利,摩德纳-卡普里高等音乐学院
意大利,摩德纳-雷焦艾米利亚大学
意大利,时尚与服装学院
意大利,曼托瓦音乐学院
意大利,格兰萨索科学研究院
意大利,欧洲大学学院
意大利,欧洲设计学院
意大利,比萨大学
意大利,比萨高等师范学校
意大利,波坦察音乐学院
意大利,波尔扎诺自由大学
意大利,波尔扎诺音乐学院
意大利,热那亚大学
意大利,热那亚美术学院
意大利,热那亚音乐学院
意大利,特伦托大学
意大利,特伦托音乐学院
意大利,特拉帕尼音乐学院
意大利,特拉莫大学
意大利,特拉莫音乐学院
意大利,玛丽亚圣阿苏塔自由大学
意大利,瓦莱达奥斯塔高等音乐学院
意大利,的里雅斯特国际高等研究院
意大利,的里雅斯特大学
意大利,的里雅斯特音乐学院
意大利,皮亚琴察音乐学院
意大利,福贾美术学院
意大利,福贾音乐学院
意大利,科森扎音乐学院
意大利,科莫威尔第音乐学院
意大利,科莫美术学院
意大利,米兰ACME美术学院
意大利,米兰克劳迪奥•阿巴多市立音乐学院
意大利,米兰大学
意大利,米兰布雷拉美术学院
意大利,米兰比可卡大学
意大利,米兰理工大学
意大利,米兰音乐学院
意大利,维泰博美术学院
意大利,维琴察音乐学院
意大利,维罗纳大学
意大利,维罗纳美术学院
意大利,维罗纳音乐学院
意大利,罗维戈音乐学院
